participant,group,condition,method,taskNr,size1,size2,estimateConstant-Sum,estimateRatio-Percentage,time,code
7,3,sphere-number,ratioPercentage,26,1.8,6.0,91,10,1.862,EW
7,3,sphere-number,ratioPercentage,27,2.5,5.0,76,33,1.895,GR
7,3,sphere-number,ratioPercentage,28,3.0,6.0,80,25,7.101,PW
7,3,bar-slider,constantSum,1,3.0,7.0,59,70,5.970,SQ
7,3,bar-slider,constantSum,2,1.0,11.0,90,12,5.436,HX
7,3,bar-slider,constantSum,3,5.0,15.0,65,54,8.817,YV
7,3,bar-slider,constantSum,4,9.0,13.0,55,82,15.315,LC
7,3,bar-slider,constantSum,5,9.0,15.0,60,67,12.700,LV
7,3,bar-slider,constantSum,6,1.0,5.0,75,34,7.389,HY
7,3,bar-slider,constantSum,7,5.0,7.0,55,82,7.245,YQ
7,3,bar-slider,constantSum,8,13.0,15.0,53,89,8.861,CV
7,3,bar-slider,constantSum,9,3.0,5.0,57,76,7.287,SY
7,3,bar-slider,constantSum,10,5.0,13.0,65,54,9.148,YC
7,3,bar-slider,constantSum,11,3.0,11.0,69,45,8.568,SX
7,3,bar-slider,constantSum,12,7.0,9.0,54,86,8.471,QL
7,3,bar-slider,constantSum,13,3.0,15.0,76,32,5.766,SV
7,3,bar-slider,constantSum,14,7.0,11.0,57,76,7.001,QX
7,3,bar-slider,constantSum,15,5.0,9.0,60,67,14.848,YL
7,3,bar-slider,constantSum,16,9.0,11.0,56,79,13.254,LX
7,3,bar-slider,constantSum,17,11.0,13.0,54,86,11.932,XC
7,3,bar-slider,constantSum,18,3.0,13.0,71,41,11.589,SC
7,3,bar-slider,constantSum,19,1.0,15.0,92,9,6.035,HV
7,3,bar-slider,constantSum,20,1.0,13.0,91,10,4.309,HC
7,3,bar-slider,constantSum,21,5.0,11.0,66,52,20.368,YX
7,3,bar-slider,constantSum,22,7.0,15.0,58,73,6.900,QV
7,3,bar-slider,constantSum,23,1.0,3.0,63,59,20.712,HS
7,3,bar-slider,constantSum,24,1.0,7.0,90,12,4.758,HQ
7,3,bar-slider,constantSum,25,1.0,9.0,93,8,9.265,HL
7,3,bar-slider,constantSum,26,7.0,13.0,60,67,13.577,QC
7,3,bar-slider,constantSum,27,3.0,9.0,70,43,10.565,SL
7,3,bar-slider,constantSum,28,11.0,15.0,57,76,16.100,XV
7,3,sphere-slider,constantSum,1,1.2,5.0,92,9,4.980,KR
7,3,sphere-slider,constantSum,2,1.8,4.0,63,59,7.541,EB
7,3,sphere-slider,constantSum,3,1.8,3.0,60,67,5.905,EP
7,3,sphere-slider,constantSum,4,5.0,7.0,52,93,2.863,RM
7,3,sphere-slider,constantSum,5,1.8,2.5,51,97,9.544,EG
7,3,sphere-slider,constantSum,6,1.2,7.0,95,6,3.113,KM
7,3,sphere-slider,constantSum,7,1.8,7.0,90,12,10.734,EM
7,3,sphere-slider,constantSum,8,4.0,6.0,36,178,5.732,BW
7,3,sphere-slider,constantSum,9,1.2,4.0,88,14,11.415,KB
7,3,sphere-slider,constantSum,10,4.0,5.0,30,234,5.547,BR
7,3,sphere-slider,constantSum,11,1.2,2.5,65,54,16.308,KG
7,3,sphere-slider,constantSum,12,2.5,6.0,72,39,5.910,GW
7,3,sphere-slider,constantSum,13,5.0,6.0,34,195,4.230,RW
7,3,sphere-slider,constantSum,14,1.2,1.8,51,97,5.963,KE
7,3,sphere-slider,constantSum,15,3.0,5.0,53,89,9.277,PR
7,3,sphere-slider,constantSum,16,1.2,6.0,94,7,1.915,KW
7,3,sphere-slider,constantSum,17,2.5,4.0,68,48,8.244,GB
7,3,sphere-slider,constantSum,18,3.0,4.0,35,186,11.789,PB
7,3,sphere-slider,constantSum,19,2.5,3.0,84,20,10.953,GP
7,3,sphere-slider,constantSum,20,3.0,7.0,77,30,9.880,PM
7,3,sphere-slider,constantSum,21,1.2,3.0,81,24,11.887,KP
7,3,sphere-slider,constantSum,22,2.5,7.0,86,17,4.760,GM
7,3,sphere-slider,constantSum,23,4.0,7.0,73,37,15.473,BM
7,3,sphere-slider,constantSum,24,6.0,7.0,55,82,9.652,WM
7,3,sphere-slider,constantSum,25,1.8,5.0,74,36,22.972,ER
7,3,sphere-slider,constantSum,26,1.8,6.0,88,14,1.679,EW
7,3,sphere-slider,constantSum,27,2.5,5.0,64,57,17.780,GR
7,3,sphere-slider,constantSum,28,3.0,6.0,70,43,11.364,PW
