participant,group,condition,method,taskNr,size1,size2,estimateConstant-Sum,estimateRatio-Percentage,time,code
3,3,bar-number,ratioPercentage,28,11.0,15.0,55,82,1.860,XV
3,3,sphere-number,ratioPercentage,1,1.2,5.0,87,15,4.962,KR
3,3,sphere-number,ratioPercentage,2,1.8,4.0,84,20,5.445,EB
3,3,sphere-number,ratioPercentage,3,1.8,3.0,72,40,3.796,EP
3,3,sphere-number,ratioPercentage,4,5.0,7.0,63,59,3.262,RM
3,3,sphere-number,ratioPercentage,5,1.8,2.5,56,80,2.527,EG
3,3,sphere-number,ratioPercentage,6,1.2,7.0,96,5,1.844,KM
3,3,sphere-number,ratioPercentage,7,1.8,7.0,85,19,3.127,EM
3,3,sphere-number,ratioPercentage,8,4.0,6.0,69,46,1.861,BW
3,3,sphere-number,ratioPercentage,9,1.2,4.0,88,14,4.128,KB
3,3,sphere-number,ratioPercentage,10,4.0,5.0,58,74,3.594,BR
3,3,sphere-number,ratioPercentage,11,1.2,2.5,82,23,2.178,KG
3,3,sphere-number,ratioPercentage,12,2.5,6.0,84,20,4.069,GW
3,3,sphere-number,ratioPercentage,13,5.0,6.0,61,65,2.279,RW
3,3,sphere-number,ratioPercentage,14,1.2,1.8,67,50,2.094,KE
3,3,sphere-number,ratioPercentage,15,3.0,5.0,69,45,7.441,PR
3,3,sphere-number,ratioPercentage,16,1.2,6.0,93,8,2.916,KW
3,3,sphere-number,ratioPercentage,17,2.5,4.0,75,35,5.749,GB
3,3,sphere-number,ratioPercentage,18,3.0,4.0,67,50,1.044,PB
3,3,sphere-number,ratioPercentage,19,2.5,3.0,53,89,2.278,GP
3,3,sphere-number,ratioPercentage,20,3.0,7.0,75,34,5.528,PM
3,3,sphere-number,ratioPercentage,21,1.2,3.0,85,19,3.269,KP
3,3,sphere-number,ratioPercentage,22,2.5,7.0,82,23,5.008,GM
3,3,sphere-number,ratioPercentage,23,4.0,7.0,75,34,3.769,BM
3,3,sphere-number,ratioPercentage,24,6.0,7.0,57,78,2.229,WM
3,3,sphere-number,ratioPercentage,25,1.8,5.0,79,28,6.860,ER
3,3,sphere-number,ratioPercentage,26,1.8,6.0,91,10,1.361,EW
3,3,sphere-number,ratioPercentage,27,2.5,5.0,77,30,3.394,GR
3,3,sphere-number,ratioPercentage,28,3.0,6.0,79,27,4.788,PW
3,3,bar-slider,constantSum,1,3.0,7.0,74,36,5.114,SQ
3,3,bar-slider,constantSum,2,1.0,11.0,93,8,2.647,HX
3,3,bar-slider,constantSum,3,5.0,15.0,76,32,8.574,YV
3,3,bar-slider,constantSum,4,9.0,13.0,63,59,4.081,LC
3,3,bar-slider,constantSum,5,9.0,15.0,76,32,4.563,LV
3,3,bar-slider,constantSum,6,1.0,5.0,88,14,6.379,HY
3,3,bar-slider,constantSum,7,5.0,7.0,60,67,5.264,YQ
3,3,bar-slider,constantSum,8,13.0,15.0,58,73,1.780,CV
3,3,bar-slider,constantSum,9,3.0,5.0,73,37,2.797,SY
3,3,bar-slider,constantSum,10,5.0,13.0,88,14,4.997,YC
3,3,bar-slider,constantSum,11,3.0,11.0,90,12,2.998,SX
3,3,bar-slider,constantSum,12,7.0,9.0,64,57,4.047,QL
3,3,bar-slider,constantSum,13,3.0,15.0,94,7,3.664,SV
3,3,bar-slider,constantSum,14,7.0,11.0,83,21,5.697,QX
3,3,bar-slider,constantSum,15,5.0,9.0,82,22,2.297,YL
3,3,bar-slider,constantSum,16,9.0,11.0,63,59,2.580,LX
3,3,bar-slider,constantSum,17,11.0,13.0,64,57,2.197,XC
3,3,bar-slider,constantSum,18,3.0,13.0,87,15,5.180,SC
3,3,bar-slider,constantSum,19,1.0,15.0,97,4,3.931,HV
3,3,bar-slider,constantSum,20,1.0,13.0,97,4,2.330,HC
3,3,bar-slider,constantSum,21,5.0,11.0,79,27,1.815,YX
3,3,bar-slider,constantSum,22,7.0,15.0,81,24,1.963,QV
3,3,bar-slider,constantSum,23,1.0,3.0,90,12,5.064,HS
3,3,bar-slider,constantSum,24,1.0,7.0,92,9,4.846,HQ
3,3,bar-slider,constantSum,25,1.0,9.0,98,3,2.613,HL
3,3,bar-slider,constantSum,26,7.0,13.0,73,37,3.680,QC
3,3,bar-slider,constantSum,27,3.0,9.0,90,12,1.430,SL
3,3,bar-slider,constantSum,28,11.0,15.0,66,52,2.048,XV
3,3,sphere-slider,constantSum,1,1.2,5.0,96,5,6.896,KR
3,3,sphere-slider,constantSum,2,1.8,4.0,84,20,3.846,EB
3,3,sphere-slider,constantSum,3,1.8,3.0,80,25,3.330,EP
3,3,sphere-slider,constantSum,4,5.0,7.0,82,22,3.097,RM
3,3,sphere-slider,constantSum,5,1.8,2.5,72,39,2.797,EG
3,3,sphere-slider,constantSum,6,1.2,7.0,96,5,1.981,KM
3,3,sphere-slider,constantSum,7,1.8,7.0,90,12,3.597,EM
3,3,sphere-slider,constantSum,8,4.0,6.0,80,25,1.930,BW
3,3,sphere-slider,constantSum,9,1.2,4.0,96,5,2.897,KB
3,3,sphere-slider,constantSum,10,4.0,5.0,57,76,2.613,BR
3,3,sphere-slider,constantSum,11,1.2,2.5,89,13,3.631,KG
3,3,sphere-slider,constantSum,12,2.5,6.0,88,14,2.897,GW
3,3,sphere-slider,constantSum,13,5.0,6.0,65,54,1.913,RW
3,3,sphere-slider,constantSum,14,1.2,1.8,88,14,4.330,KE
3,3,sphere-slider,constantSum,15,3.0,5.0,94,7,2.514,PR
3,3,sphere-slider,constantSum,16,1.2,6.0,98,3,2.447,KW
3,3,sphere-slider,constantSum,17,2.5,4.0,89,13,5.730,GB
3,3,sphere-slider,constantSum,18,3.0,4.0,78,29,1.697,PB
3,3,sphere-slider,constantSum,19,2.5,3.0,62,62,2.497,GP
3,3,sphere-slider,constantSum,20,3.0,7.0,92,9,2.447,PM
3,3,sphere-slider,constantSum,21,1.2,3.0,98,3,1.797,KP
3,3,sphere-slider,constantSum,22,2.5,7.0,92,9,1.964,GM
3,3,sphere-slider,constantSum,23,4.0,7.0,90,12,3.046,BM
3,3,sphere-slider,constantSum,24,6.0,7.0,84,20,5.379,WM
3,3,sphere-slider,constantSum,25,1.8,5.0,89,13,2.363,ER
3,3,sphere-slider,constantSum,26,1.8,6.0,97,4,2.763,EW
3,3,sphere-slider,constantSum,27,2.5,5.0,91,10,3.879,GR
3,3,sphere-slider,constantSum,28,3.0,6.0,89,13,2.514,PW
