participant,group,condition,method,taskNr,size1,size2,estimateConstant-Sum,estimateRatio-Percentage,time,code
8,0,bar-number,ratioPercentage,4,9.0,13.0,61,65,5.616,LC
8,0,bar-number,ratioPercentage,5,9.0,15.0,65,55,3.761,LV
8,0,bar-number,ratioPercentage,6,1.0,5.0,84,20,2.127,HY
8,0,bar-number,ratioPercentage,7,5.0,7.0,58,75,3.603,YQ
8,0,bar-number,ratioPercentage,8,13.0,15.0,53,90,4.017,CV
8,0,bar-number,ratioPercentage,9,3.0,5.0,63,60,4.699,SY
8,0,bar-number,ratioPercentage,10,5.0,13.0,75,35,3.090,YC
8,0,bar-number,ratioPercentage,11,3.0,11.0,84,20,1.827,SX
8,0,bar-number,ratioPercentage,12,7.0,9.0,55,85,2.744,QL
8,0,bar-number,ratioPercentage,13,3.0,15.0,80,25,7.667,SV
8,0,bar-number,ratioPercentage,14,7.0,11.0,63,60,2.294,QX
8,0,bar-number,ratioPercentage,15,5.0,9.0,65,55,3.357,YL
8,0,bar-number,ratioPercentage,16,9.0,11.0,55,85,3.578,LX
8,0,bar-number,ratioPercentage,17,11.0,13.0,53,90,5.927,XC
8,0,bar-number,ratioPercentage,18,3.0,13.0,84,20,2.411,SC
8,0,bar-number,ratioPercentage,19,1.0,15.0,96,5,8.012,HV
8,0,bar-number,ratioPercentage,20,1.0,13.0,91,10,3.395,HC
8,0,bar-number,ratioPercentage,21,5.0,11.0,72,40,5.145,YX
8,0,bar-number,ratioPercentage,22,7.0,15.0,69,45,1.595,QV
8,0,bar-number,ratioPercentage,23,1.0,3.0,76,33,2.127,HS
8,0,bar-number,ratioPercentage,24,1.0,7.0,87,15,3.727,HQ
8,0,bar-number,ratioPercentage,25,1.0,9.0,91,10,4.056,HL
8,0,bar-number,ratioPercentage,26,7.0,13.0,65,55,3.461,QC
8,0,bar-number,ratioPercentage,27,3.0,9.0,75,35,4.646,SL
8,0,bar-number,ratioPercentage,28,11.0,15.0,59,70,2.810,XV
8,0,sphere-slider,constantSum,1,1.2,5.0,86,17,5.346,KR
8,0,sphere-slider,constantSum,2,1.8,4.0,72,39,7.647,EB
8,0,sphere-slider,constantSum,3,1.8,3.0,71,41,9.756,EP
8,0,sphere-slider,constantSum,4,5.0,7.0,58,73,10.005,RM
8,0,sphere-slider,constantSum,5,1.8,2.5,63,59,3.381,EG
8,0,sphere-slider,constantSum,6,1.2,7.0,91,10,5.762,KM
8,0,sphere-slider,constantSum,7,1.8,7.0,87,15,5.597,EM
8,0,sphere-slider,constantSum,8,4.0,6.0,75,34,7.062,BW
8,0,sphere-slider,constantSum,9,1.2,4.0,80,25,6.772,KB
8,0,sphere-slider,constantSum,10,4.0,5.0,61,64,5.281,BR
8,0,sphere-slider,constantSum,11,1.2,2.5,67,50,5.396,KG
8,0,sphere-slider,constantSum,12,2.5,6.0,71,41,4.796,GW
8,0,sphere-slider,constantSum,13,5.0,6.0,63,59,4.948,RW
8,0,sphere-slider,constantSum,14,1.2,1.8,64,57,6.330,KE
8,0,sphere-slider,constantSum,15,3.0,5.0,65,54,6.597,PR
8,0,sphere-slider,constantSum,16,1.2,6.0,91,10,4.546,KW
8,0,sphere-slider,constantSum,17,2.5,4.0,68,48,5.413,GB
8,0,sphere-slider,constantSum,18,3.0,4.0,61,64,6.396,PB
8,0,sphere-slider,constantSum,19,2.5,3.0,57,76,6.397,GP
8,0,sphere-slider,constantSum,20,3.0,7.0,79,27,7.030,PM
8,0,sphere-slider,constantSum,21,1.2,3.0,74,36,9.629,KP
8,0,sphere-slider,constantSum,22,2.5,7.0,77,30,6.715,GM
8,0,sphere-slider,constantSum,23,4.0,7.0,69,45,5.463,BM
8,0,sphere-slider,constantSum,24,6.0,7.0,62,62,7.279,WM
8,0,sphere-slider,constantSum,25,1.8,5.0,74,36,8.862,ER
8,0,sphere-slider,constantSum,26,1.8,6.0,79,27,6.830,EW
8,0,sphere-slider,constantSum,27,2.5,5.0,71,41,4.531,GR
8,0,sphere-slider,constantSum,28,3.0,6.0,75,34,6.633,PW
8,0,bar-slider,constantSum,1,3.0,7.0,65,54,5.730,SQ
8,0,bar-slider,constantSum,2,1.0,11.0,93,8,5.896,HX
8,0,bar-slider,constantSum,3,5.0,15.0,85,18,4.364,YV
8,0,bar-slider,constantSum,4,9.0,13.0,61,64,11.385,LC
8,0,bar-slider,constantSum,5,9.0,15.0,63,59,5.096,LV
8,0,bar-slider,constantSum,6,1.0,5.0,73,37,5.680,HY
8,0,bar-slider,constantSum,7,5.0,7.0,58,73,4.247,YQ
8,0,bar-slider,constantSum,8,13.0,15.0,57,76,3.164,CV
8,0,bar-slider,constantSum,9,3.0,5.0,64,57,5.282,SY
8,0,bar-slider,constantSum,10,5.0,13.0,67,50,6.961,YC
8,0,bar-slider,constantSum,11,3.0,11.0,77,30,5.196,SX
8,0,bar-slider,constantSum,12,7.0,9.0,60,67,4.381,QL
8,0,bar-slider,constantSum,13,3.0,15.0,78,29,3.664,SV
8,0,bar-slider,constantSum,14,7.0,11.0,72,39,5.513,QX
8,0,bar-slider,constantSum,15,5.0,9.0,71,41,4.897,YL
8,0,bar-slider,constantSum,16,9.0,11.0,59,70,6.459,LX
8,0,bar-slider,constantSum,17,11.0,13.0,57,76,3.297,XC
8,0,bar-slider,constantSum,18,3.0,13.0,80,25,4.463,SC
8,0,bar-slider,constantSum,19,1.0,15.0,94,7,4.990,HV
8,0,bar-slider,constantSum,20,1.0,13.0,89,13,3.047,HC
8,0,bar-slider,constantSum,21,5.0,11.0,69,45,4.364,YX
8,0,bar-slider,constantSum,22,7.0,15.0,68,48,4.796,QV
8,0,bar-slider,constantSum,23,1.0,3.0,61,64,4.563,HS
8,0,bar-slider,constantSum,24,1.0,7.0,84,20,3.381,HQ
8,0,bar-slider,constantSum,25,1.0,9.0,91,10,4.196,HL
8,0,bar-slider,constantSum,26,7.0,13.0,70,43,5.529,QC
8,0,bar-slider,constantSum,27,3.0,9.0,76,32,6.880,SL
8,0,bar-slider,constantSum,28,11.0,15.0,65,54,6.463,XV
